duygu;veri
;Bende internetten aldım fakat çok kırışık çıkarıyor 600 devire dusuruyorum eski makineme göre gene kırışık ve kazaklarda bir genisleme farkediyorum 40 derecede yikiyorum benim gibi olan varsa ve bilgisi olan varsa cevap yazabilir mi lutfen
;henüz kullanmadim ceyizim icin aldım  ama güzel görünüyor yorumlarda iyiydi
;rengi pembeye yakin cok guzel gorunuyor..
;ürünü 2019 haziran 19 da aldım 2 ay geçmeden motor yandı serviste 3 hafta boyunca motor bekledi ben tavsiye etmiyorum yine de tercih sizin
;Kuramadik ki son hali hic iyi degil begenelim
;ÜRÜN FENA DEĞİL.BİRAZ AĞIR GİBİ AMA.
;urun guzel
;Çok pratik bir ürün
;Çok güzel çok kullanışlı
;Pasli pis bir sekilde geldi
;Ürünümü teslim ama çizik geldi iade edicem umarım düzgün bi şekilde geri yollarlar. Onun dışında geri içinin genişliği şekli muhteşem
;İkinci ürünü aldım hediye olarak çok memnunuz tavsiye edilir
;Güzel ürün hızlı ısınıyor alınabilir
;Paketlemeyi çok beğenmedim ama ürün sorunsuz geldi.
;Anneme anneler günü hediyesi aldım süpürge on numara dayanamadım tüm evi süpürdüm
;Parçalayıcı haznesi beklediğimizden küçük geldi ama onun dışında gayet kullanışlı ve güzel bir ürün
;Müthiş premium bir ürün beklemeyin. F/P ürünü.
;mükemmel ürün . fiyatı üründe daha mükemmel :)
;Malzeme kalitesi gerçekten hoş değil. Fiyatının hakkını vermesi gerektiğini düşünüyordum. Ama malesef beğenmedim. Sıcak suyu görünce yamuldu.
;kesinlikle önermiyorum sürekli olarak su akıtıyor  hiç memnun değilim
;Günlük kullanım için almiştim ancak çok agir bel ağrisi yapiyor. İki defa el ile tutulan kisim catladi yaptirdim .Uç kismi sürekli düşüyor. İlk başlarda çekim gücü iyiydi ancak zamanla düştü.Her kullanımda temizlenmek zorunda. Her defasında temizlense bile motoruna toz dolmuş ilk düğmeye bastigimda etrafa toz fişkiriyor.yeni bir süpürge aldim.
;Görüntüsü fotograftakının aynısı geldı cok tatlı ve şık henüz daha kullanmadım ama tefalin performansına güvenerek aldıgm bır urün
;Uygun fiyat kullanışlı ürün
;arkadaşlar bu klavyeyi şuan kullanıyorum gerçekten çok kötü. tutukluk yapıyo oyun oynarken ben aldım pişman oldum siz almayın ve alıcağınız şeye ait yorumları okuyun çünkü kullanıcının halinden anlarsanız daha iyi kararlar verirsiniz ve yazarken tuşları ikiliyo
;ürünü bir seneyi geçiktir kullanıyorum bi yanlışını görmedim çok kaliteli bir ürün ben aldıgımda 1200 civarindaydı şimdiki fiyatına görede çok iyi özellikleri almak isteyene tavsiye ederim bende tavsiye üzerine almıştım ve memnunum...
;Fiyat performans bakımından çok iyi tavsiye ederim kurulum ücretsiz.. bekar evi için aldım uzun yıllar kullanırım diye düşünüyorum
;hafif kolay taşınıyor yıkanabillir ızgaralar var çok çabuk ısınıyor memnun kaldım
;kesinlikle tavsiye ederim ??
;Hızlı kargoya sahip ve ürün çok güzel çok kullanışlı teşekkürler
;Güzel beğendim
;Hayır beğenmedim o paraya değmez
;Simdilik cok erken ne iyi nede kotu
;Ürün beklenen tarihten önce geldi...Ürün tüm özellikleri ile birebir örtüşmektedir...Teşekkürler
;Cok güzel cok memnun kaldım.
;Kolay gelsin ürün ü alırken tanıtımda Boru Tipi : Teleskopik yazıyordu fakat gelen ürün farklıParanızı çöpe atmayın çok kötü bir ürün asla almayın tavsiye etmem
;Alırken birçok siteden yorum okudum ve buradan aldım. Kesinlikle bu fiyata alınabilecek en iyi ürün. Ses olarak fena değil ben bu süpürgeyi sadece mutfakta kullanmak için almıstım ama bazen kaptırıp evi süpürüyorum diğer odalarda mucize yaratmıyor tabi ama mutfak balkon gibi yerlerde çok ise yarıyor
;ürün anlatıldığı gibi.yüksek fiyata ürün almak istemeyenler için ideal.
;stabil olmayan kutu üstünde sundukları özellikleri performanslı bir şekilde yerien getiremeyen cihaz karşısnızda. 6-7günde bi cihaza reset atarsınız ara yüze girebilmek için. cihaza  HDD bağlayıp dosya paylaşımını açtığınız zaman belli bi süre sonra kendini kilitler payaşımdaki çoğu klasörü okuyamaz paylaşıma veremez. torrent uygulamasını açtıgınız zamanda vihaz kilitler kendini sürekli reset atarsınız. ha ben bu cihazı alacam sadece modem router olarak kullanacam derseniz idare eder sizi oda bahsettiğim gibi hafta bir reset isteyebilir yada istemez o anki ruh haline bağlı cihazın. bunun içinde bu para verilirmi tartışılır.
;Bi benim ütüm mü su akıtıyor  hayal kırıklığı
;Guzel ürün hizli kargo yanlkz birazcik daha paketlemeye ö?en gösterilirse daha guzel olcak yinede tşkr ederiz ikinci kez aldim ayni ürünü
;bu MODELDEN 1 yıl önce almıştım acayip gürültülü çalışıyor.makineyerinde durmuyor servisi çağıracağım.sözde sesiz motor diye almıştık
;Kötü hiç begenmedim
;Fiyatı diğer mağazalardan çok çok uygun kaliteyi bu fiyata ancak Trendyolda buluruz zaten ??
;Gereğinden fazla ağır ev süpüreni yoruyor
;çok ağır bir üst modelini bakın
;urunum cok kotu geldi krilms dokulmus bir halde ve ben butun tutanaklarmi yolladgm halde 3 ay oldu para iadem yaplmadi cok ilgisiz kalnyor bu kinuda hep ayni cevabi alyorum sonuc yok
;Taraklar işe yaramıyor. Diğer türlüde iyi almıyor
;Olumlu yönleri: Teşekkürler
;Çok ısındığından dolayı devreleri mi yandı ne bir daha kullanamadım geri iade verdim.
;Ürün görsel olarak ve kullanış olak güzel ancak. Klavye donma yapıyor arasıra.
;ÜRÜNÜ BÜYÜK BİR HEVESLE ALDIM AMA İLK DENEMEDE ALTTAKI İPİ TAKMAK İÇİN COK UGRASTIM SONRA ONU HALLETTIM BU SEFER İĞNE KIRILDI KULLANMA KLAVUZU COK KARISIK ÖZELİKLERİ BEKLEDİĞİM KADAR ÇOK DEGIL KESKE SİNGER ALSAYDIM BU ÜRÜNE BU KADAR PARA VERENE KADAR AYRICA TEKNİK SERVİSİDE PEK YARDIMCI DEGIL.....ÜZGÜNÜM PARA VE ZAMAN KAYBI...
;Beğendim harika TÜRK kahvesi yapıyor gerçekten tavsiye ederim
;bu cihazı aldım. lg g3 için kullanıyorum. fakat taktığım zaman dakikalarca şarj olmuyor. hatta bazen bu cihaz takılıyken şarj seviyesi geri gidiyor. daha sonra uzun süre beklersek kaplumbağa hızıyla şarj oluyor. herhalde tam şarj için en az 15 saat beklenmeli.
;Renkli olarak verdim. sade renk geldi. keşkealınan ürün aynı gelse daha iyi olacak.
;Ürün harika gerçekten anlatıldığı gibi.
;Hayır çünkü ürün elime ulaşmadı
;ürünleri satıcı firma hemen göndermesine rağmen.. ürün aras kargoda paramparça olmuş..nasıl bir taşıma anlayışı bu anlamadım..ürünler trafik kazasına uğramış sanki..! taşıyan kişiler resmen ürünlerden intikam almış gibi..! Bu anlayışla kargo taşımacılığı bu ülkede düzelmez..!
;2 yil oldu makinayi alali yazlikdaki ev icin aldim 1inci yil 1 ay kullandim bu yilda cok kullaniyorum ama bardaklarim hep bulanik cikti servis cagirdik butun ayarlarini duzeltti limon tuzuyla bos calistir dediler yaptim bende  oda 15 gun guzel yikadi fakat tekrar ayni bulanik yikadi garantimin bitmesine 1 yil daha var hic memnun degilim misafirlere karsi utaniyorum herseyim mahvoldu ne yapabilirim bir ariza var ama cozulemedi yenisiyle yada baska modeliyle degistirebilirmiyiz
;görsel güzel ama motorun ömrü kısa bide cam paneller düşüyor
;Ürünü çok beğendim kullanıcı yorumlarına göre almak istiyorum ama bu istediğim model çıkmıyor karşıma nekadar uğrassamda cam olan çıkıyor yardımcı olursanız sevinirim.
;hayir asla alis veris yapmayin bu magazadan
;Ürün güzel ama satıcı ilgisiz
;Zamaninda teslim
;"Gayet güzel...Çabucak yapıyor köpük konusunda benden daha iyi olduğu kesin ;)"
;Çok iyi kaliteli başarılı ürün tavsiye ederim
;Kaliteli ve guzel bir urun.Utu kesinlikle daha damlama yapmadi.1 yil oldu alali buun yorum yapiyorum.Kirisikliklari kolay aciyor.tavsiye ederim.
;ürünü satın aldım üründe sadece hdmı ve usb girişi var harici bir ses sistemine baglanabilecek jack girişi bulunmamaktadır bu şu oluyor sadece stok sesi ile kullanabilirsiniz . Görüntü sü gayet canlı maçlarda herhangi bir donma olmuyor kendisinin sesi çok kötü degil ama bir jack koymak bukadar zor olmamalı
;1 gunluk telefon bozuldu allah belanızı versın sızın
;toplam 11 adet aldım parasına göre çok iyi bir telefon
;Estetik ve kullanışlı
;Dyson parasını haketmiyor bence yada benim şansıma aldığım iki dyson şarjlı ve dc animal pro tam bir hayal kırıklığım oldu
;Ürün hızlı geldi fakat içinde süzgeç var yazmasına rağmen çıkmadı bu nedenle memnun kalmadık
;Güzel ama ağzı biraz dar ve akıtıyor
;Süper ötesiii
;Ürün çok çabuk karlanıyor ve doğru dürüst soğutmuyor 1 yıldır kullanıyorum fakat hiç randıman alamadım
;çok sesli çalışıyor
;Bozuk Çok kötü bozuldu hemen
;Hiç tavsiye etmiyorum beğenmedim iade ettim
;Uzak durulması gereken bir magaza iletisim sıfır urunum hala gelmedi...
;Cok kullanisli ve cok begendim
;İş yerim için aldim. Çok beğendik. Teşekkürler.
;Ürün anlatıldığı gibi. Başarılı bir ürün.
;hayır sap bağlantıları çok kötü.
;Tabanı çıkmış olarak geldi. kablolar meydandaydı.uğraşmak istemediğimden Japon ile yapıştırdım idare ediyor.
;Ürün gayet güzel fiyat olarak ta uygundu sadece Kargo biraz uzadı ama yinede memnunum
;ilk siparişim umarım iyi çıkar
;Ürün anlatıldığı gibiydi gayet güzel
;Öncelikle telefonu bir telefon mağazasından aldım.Telefon kesinlikle kullanımınıza göre cevap veriyor yani ben batarya konusunda sıkıntı yaşıyorum benden de kaynaklı ama yani beni tatmin etmiyor.Telefonu günde 7 saat kullanıyorum 4 saati yoğun 2 saat oyun oynuyorum 2 saat video izliyorum son aylarda kesinlikle şarjım yetmiyor akşam 5'te şarjım %30'a iniyor ve yetmiyor.İlk 5 ay daha yoğun kullanmama rağmen bir gün çok rahat yetiyordu.Batarya kendini salmış durumda performansda bir düşüş yok.İnşallah yararlı olmuştur.
;paranızı çöpe atmayın gereksiz bir  bir ürün sarjı hemen bitiyor
;güzel ürün mağaza güvenilr
;Ürünü beğendim kullanışlı ve motor gücü iyi
;Arkadaşlar ürünün en çarpıcı özelliği havuzda/denizde kullanabilmesi ancak su geçirmez başlıkları taktığınızda ürünün SES SEVİYESi ve SES KALİTESİ inanılmaz kötü.Sırf bu yüzden alacaksanız almayın.Paranızın kıymetini bilin. Normal kulaklık başlıkları taktığınızda ise ses seviyesi daha iyi oluyor. Bu amaçla alacaksınız belki tercih edilebilir.Yıllardır sony mp4 ve cep telefonu kullandım.Kesnlikle ses kalitesi çok ama çok iyiyidi ama bu ürün pek olmamış.Bana güvenin.
;1 ayda bozuldu.
;Ürün gayet güzel heralde henüz kullanmadım
;Hayır hiç beğenmedim ve sipariş ettiğim ürün değildi
;súper bir hediye oldu. teşekkürler.
;Ürünün plastik kalitesi çok hoşuma gitmedi. Fişe takılan taban kısımda çok basit gibi. Demlik kapağı plastik neyse ki başka bir demlikten aynı boyutta uydurduk. Ürünün çelik kısmında sorun yok güzel duruyor. İnşallah uzun yıllar sorunsuz kullanırız..
;Beğenmedim cihazın ölçüleri belirtilse iyi olurmu tahminimden çok küçüktü
;Ben bu ürünü 1 ay önce sipariş verdim ve hala ürün bana ulaşmadı
;Bu fiyata bu ürün çok iyi tavsiye ederim
;Olumsuz yönleri: Aynı gün kargoya veriliyor evet ama on gündür hâlâ gelmedi..  bilgilendirme çok eksik. gelmeden iade ettik.
;Fiyat performans oranı kötü
;Kesinlikle hamileye uygun değil kokusu çok yoğun ve boğucu hacı yağı gibi kokuyor ağır kokulara hassasiyeti olan bunu kullanmasın...
;ürün marka değerini taşıyor.sessiz ve gayet basarılı calışıyor.hızlı gonderi.özelikle yeni nesil fırçası cok iyi calışıyor.bende 2000 w da var aynı urunun ondan aşagıya kalır yanı yOK.TAVSİYE EDERİM... tşklr.
;Su kaynayınca atmiyo düğmesi alt platforma da tam oturmuyor çok kalitesiz yayınlarlarsa okursunuz
;Çok sıradan kesinlikle parasını hak etmiyor
;Cok kotu pişmanım almayın
;Plastiktenmiş.Bir de kapağı çok zor açılıyor.
;Telefon gayet güzel. Ama benim telefon android 6.0.1 de hala. Android 7 gelmedi. Global rom yüklü normalde gelmesi lazım. Evo garantili olması bir diğer eksi.
;Nabız ölçümü hakkında bilgi almak istiyorum. Doğruluğundan emin olabilir miyiz? Bende zaman zaman oldukça yüksek çıkıyor. Normal nabizda kontrol edildiğinde doğru çıkıyor fakat yükseldiginde fazla mı gösteriyor bilemedik şüphe ettik.
;ürün elimde kırılacak diye korktum plastikleri çok kötu pitman oldum iade edeceğim
;Hediye aldım memmun kaldı
;Sert zeminlerde hiç alamıyor. Mutfak için uygun değil. Memnun kalmadım
;Olumsuz yönleri: Bozuk ürün gönderdiler. Ürünü fişe takar takmaz sigortalar attı ve televizyon elektirikli ocak herşey yandı. Bir sürü zarara masrafa uğrattılar bizi. Ürünü değişim için gönderdik ikinci üründe kapağı kırık geldi. Paramızla rezil olduk resmen. Kesinlikle ürün almayın !!!!
;orijinal akg kulaklığı değil kalitesiz
;Gerçekten bu zamana kadar kullandığım en iyi elektrikli eşya diyebilirim hasarsız geldi gönül rahatlığıyla tavsiye edebilirim
;yorumları okuyup çok tedirgin olmuştum ama iyi ki de almışım hızlı kargo ürün gayet kaliteli almak isteyenler için tavsiyedir.
;Fiyatına göre gayet başarılı.
;Arzum 3051 çay makinesi aldım alt kulp kısmi kaynadıkça ısınıyor elimi yakacak kadar tasarımı hatası var çaydanlığın ağız kısmında buhar zaten çıkıyor birde kulp kısmına 2 delik koymuşlar ama düğme yerinden çıkıyor ve kulpu elinizi yakacak kadar sıcak oluyor  5 gün oldu daha bugün kullanmaya basladim fiyasko
;Beklediğimden daha iyi??
;Anneme yılbaşı hediyesi olarak aldım. Çok memnun olduğunu söyledi. İnanıyorum :))
;Eşimi büyük bir yükten kurtarmış oldum. Erkek olmama rağmen ben bile ütü yapmaktan keyif aldım. Yine de çok kırışıklarla tam olarak başa çıkamıyor ama eskilere nazaran çok çok iyi.
;Güzel kullanışlı sesi normal.Cam hazneli olması hijten açısından olumlu.
;Fiyat performans açısından gayet güzel.Servis ekibi de çok ilgiliydi.
;çok güçlü güzel
;Çok güzel tost yaptım et pişirdim mükemmel
;Cok gec kizartiyor ürünü begenmedim tekrar garantiye gönderecem
;bluutoth çekim gücü berbat. kapı açık araya 1 duvar girse bile çekmiyor. aynı odada bile çok fazla kesinti oluyor. Salgında kargocuya gitmek istemediğim için iade etmedim.
;Bim'den aldığım kulaklığın aynısı zannedip aldım ama aynısı değil.. Bu kulaklığın plastik hissi hoş gelmedi bana. Performans açısından fena sayılmaz diyebilirim.
;Kaliteli ertesi gün elimdeydi başarılı ...
;kargo biraz geç geldi .
;Ürünü 2013 ocak ayında 500 tl iken aldım 7 yıldır her gün çalıştırıyorum emiş gücünü hiç ama hiç kaybetmedi temizlemesi çok kolay hafif ve çokta gürültülü değil ancak şimdi hortumunu değiştiriyorum ben çok memnunum tavsiye ediyorum.
;Güzel ?? alın
;Ürün rezil çok kötü hiç beğenmedim hemen iade ettim
;Ürünü aldım fakat tam bi fiyasko ile karşılaştım gerçekten dışardaki 50-60 tl satılan kulaklıklardan bi farkı yok öyle profesyonel bişey beklemeyin ses kalitesi 10/6 veriyorum özellikle bass için alacak arkadaşlar lütfen farklı kulaklık baksınlar bass bu kulaklıkta yok
;İşini görecek kadar ancak
;Makyaj güzel ama performans berbat. Kesinlikle  parasını hak etmiyor. Paranıza yazık edersiniz.Ben aldım siz almayın.
;Arkadaşlar st500dm002 hdd sürücüleri iki adet alıp raid0 kurmanızı tavsiye ederim 6gb/sn hızının keyifini 2ye katlarsınız. Ayrıca veri güvenliğinize zarar gelmez.
;Apple Ipad ile calisirken surekli cagri kapanmasina neden oluyor
;Ürün elime hala geçmediği için bilmiyorum
;Demlik camı çok ince. Kırıldı. Tavsiye etmiyorum.
;sorun yaşamadan aldım verdiğim fiyata değer performans
;Piyasadaki en iyisi belki de
;ürünü çok beğendim severek kullaniyorum fiyatida gayet iyi teşekkürler Trendyol
;hiç güzel bi ürün değil sivilcelerim olduğu gibi duruyor
;Beğenmedim su akıtıyor
;Çok kötü çekiş gücü berbat sakın almayın
;Yaklaşık 5 aydır kullanıyorum 2 defa servise gitti yakında tekrar gidecek gibi hissediyoeum. İçindeki vidası paslanmaya başladı. Çok gürültülü çalışıyor ve geç kaynatıyor sıcak tutmada bile gürültülü tavsiye etmem . Olumlu yanı servisi hızlı müşteri hizmetleri iyi
;bu urunu sakın almayın cihazın yazılım destegi goldmaster 2 yıldır desteklemedğini söyledi ne internet  youtube nede diğer uygulamaları desteklemıyor sadece turtsat 4a bılgıleri eklersenız hd göruntüsü var..
;"Sebep nedir bilemiyorum; doğrama işini orantılı yapmıyor irili ufaklı parçalı oluyor. iri parçaları da  doğrasın diye 1-2 saniye daha çalıştırdığında suyunu çıkarıyor."
;fiyatina gore iyi ??
;Görüntü çok güzel ama aparatları oturmuyor gevşek hemen çıkıyor geldiği gibi iade ettim
;Üzerine 1000 lira verip gt2 alırım daha iyi. Aynı özellikleri yarı fiyatına yapan rakipleri var üstelik.  Samsung biraz abartmış.
;YORUMLARA BAKARAK ALDIM AMA YANILDIM BEŞ YILDIZ VERENLER KALİTESİNE DEĞİLDE PAKETLEMEYE OY VERMİŞLER.İNSAN KULLANIR ÖYLE OY VERİR İNANIN BEŞ PARA ETMEZ KAHVE CEZVESİNİ TAM YARIM SAATTE ISITIYOR .KARGOYA PAKETLEMEYE DEĞİL KALİTESİNE BAKIN.OCAK İŞE YARAMADIKTAN SONRA PAKETLEME İYİ OLSA NEOLUR .PARANIZA YAZIK.
;Anneme hediye almiştim ve çok memnunuz hafif ve rahat inanılmaz guçlu
